Date,Open,High,Low,Close,Volume,EF_1,EF_2,Oil FutureTrend,Gold FutureTrend,Trend,Twitter Sentiments,FutureTrend
22/02/2019,0.354999989,0.360000014,0.349999994,0.349999994,394000,0,-1.408449404,Positive,Positive,Negative,19,Positive
25/02/2019,0.344999999,0.360000014,0.340000004,0.340000004,572100,0,-1.449273985,Negative,Positive,Negative,52,Negative
26/02/2019,0.360000014,0.375,0.349999994,0.375,1020200,1,4.166662527,Negative,Positive,Positive,38,Positive
27/02/2019,0.280000001,0.319999993,0.245000005,0.264999986,6717300,0.266666455,-5.357148369,Negative,Positive,Negative,34,Positive
28/02/2019,0.230000004,0.245000005,0.215000004,0.234999999,7857500,0.666666501,2.173910931,Positive,Positive,Positive,29,Negative
01/03/2019,0.234999999,0.264999986,0.234999999,0.25999999,3133200,0.833333416,10.63829409,Negative,Positive,Positive,35,Negative
04/03/2019,0.275000006,0.280000001,0.254999995,0.270000011,1306300,0.600000477,-1.818180045,Positive,Positive,Negative,12,Positive
05/03/2019,0.270000011,0.270000011,0.25,0.254999995,1010700,0.249999627,-5.555561075,Positive,Negative,Negative,0,Positive
06/03/2019,0.254999995,0.254999995,0.234999999,0.239999995,1267800,0.249999814,-5.882353285,Negative,Positive,Negative,0,Negative
07/03/2019,0.25,0.254999995,0.239999995,0.245000005,736900,0.333333996,-1.999998093,Positive,Negative,Negative,0,Neutral
08/03/2019,0.25,0.25,0.239999995,0.245000005,514000,0.500000745,-1.999998093,Negative,Positive,Negative,0,Negative
11/03/2019,0.245000005,0.254999995,0.239999995,0.25,250400,0.666666998,2.040814341,Negative,Negative,Positive,0,Positive
12/03/2019,0.245000005,0.254999995,0.239999995,0.239999995,299100,0,-2.040820423,Negative,Negative,Negative,0,Neutral
13/03/2019,0.239999995,0.245000005,0.234999999,0.239999995,274100,0.499999255,0,Negative,Positive,Neutral,0,Neutral
14/03/2019,0.234999999,0.239999995,0.230000004,0.239999995,160200,1,2.127657551,Positive,Negative,Positive,0,Positive
15/03/2019,0.234999999,0.245000005,0.234999999,0.234999999,456700,0,0,Negative,Positive,Neutral,0,Negative
18/03/2019,0.234999999,0.245000005,0.234999999,0.245000005,296700,1,4.255321442,Positive,Negative,Positive,0,Negative
19/03/2019,0.25,0.25999999,0.239999995,0.254999995,537700,0.750000186,1.999998093,Negative,Positive,Positive,0,Negative
20/03/2019,0.254999995,0.289999992,0.254999995,0.275000006,1582200,0.571428936,7.843141609,Negative,Negative,Positive,0,Negative
21/03/2019,0.284999996,0.330000013,0.25999999,0.305000007,3596500,0.642857173,7.017547712,Positive,Negative,Positive,0,Positive
22/03/2019,0.305000007,0.305000007,0.275000006,0.275000006,702900,0,-9.836065734,Positive,Negative,Negative,0,Neutral
25/03/2019,0.270000011,0.280000001,0.270000011,0.275000006,386300,0.5,1.851850012,Negative,Positive,Positive,0,Positive
26/03/2019,0.284999996,0.284999996,0.264999986,0.264999986,248700,0,-7.017547712,Positive,Positive,Negative,0,Negative
27/03/2019,0.289999992,0.319999993,0.275000006,0.284999996,2697200,0.222222075,-1.724136336,Positive,Positive,Negative,0,Positive
28/03/2019,0.289999992,0.289999992,0.280000001,0.280000001,480600,0,-3.448272673,Negative,Negative,Negative,0,Negative
29/03/2019,0.289999992,0.294999987,0.275000006,0.289999992,449000,0.75,0,Negative,Positive,Neutral,0,Positive
01/04/2019,0.280000001,0.289999992,0.270000011,0.280000001,250300,0.5,0,Negative,Negative,Neutral,0,Positive
02/04/2019,0.275000006,0.280000001,0.25,0.275000006,974900,0.833333499,0,Positive,Positive,Neutral,0,Positive
03/04/2019,0.275000006,0.275000006,0.264999986,0.270000011,263600,0.50000149,-1.818180045,Positive,Positive,Negative,0,Neutral
04/04/2019,0.270000011,0.270000011,0.264999986,0.270000011,120500,1,0,Negative,Negative,Neutral,0,Positive
05/04/2019,0.270000011,0.270000011,0.254999995,0.264999986,498100,0.666665342,-1.85186105,Negative,Negative,Negative,0,Positive
08/04/2019,0.25999999,0.25999999,0.25,0.254999995,669400,0.5,-1.92307516,Positive,Negative,Negative,0,Neutral
09/04/2019,0.25999999,0.25999999,0.25,0.254999995,217600,0.5,-1.92307516,Negative,Negative,Negative,0,Neutral
10/04/2019,0.25,0.25999999,0.25,0.254999995,104100,0.5,1.999998093,Positive,Positive,Positive,0,Neutral
11/04/2019,0.25,0.254999995,0.245000005,0.254999995,285700,1,1.999998093,Negative,Negative,Positive,0,Positive
12/04/2019,0.25,0.25,0.245000005,0.25,111300,1,0,Positive,Positive,Neutral,0,Negative
15/04/2019,0.25,0.275000006,0.25,0.25999999,461000,0.399999523,3.999996185,Negative,Positive,Positive,0,Positive
16/04/2019,0.25999999,0.25999999,0.245000005,0.25,310500,0.333333333,-3.846150319,Positive,Positive,Negative,0,Positive
17/04/2019,0.25,0.254999995,0.239999995,0.245000005,209300,0.333333996,-1.999998093,Negative,Positive,Negative,0,Neutral
